Invoice,InvoiceDate,Customer ID,StockCode,Description,Quantity,Price,Revenue,Country,TotalAmount
490141,2009-12-04 08:24:00,15755,21888,Bingo Set,4.0,6.95,27.8,United Kingdom,27.8
490141,2009-12-04 08:24:00,15755,22093,Motoring Tissue Box,12.0,6.95,83.4,United Kingdom,83.4
490141,2009-12-04 08:24:00,15755,22139,Retro Spot Tea Set Ceramic 11 Pc ,6.0,6.95,41.7,United Kingdom,41.7
490141,2009-12-04 08:24:00,15755,47503G,Ass Floral Print Tape Measure,12.0,6.95,83.4,United Kingdom,83.4
490141,2009-12-04 08:24:00,15755,47505,Minature Coloured Gardening Set,3.0,6.95,20.85,United Kingdom,20.85
490141,2009-12-04 08:24:00,15755,71477,Colour Glass. Star T-Light Holder,4.0,6.95,27.8,United Kingdom,27.8
490141,2009-12-04 08:24:00,15755,85123A,White Hanging Heart T-Light Holder,6.0,6.95,41.7,United Kingdom,41.7
490141,2009-12-04 08:24:00,15755,90040D,Murano Style Glass Bracelet Pink,3.0,6.95,20.85,United Kingdom,20.85
490141,2009-12-04 08:24:00,15755,90042B,Freshwater Pearl Bracelet Pink,4.0,6.95,27.8,United Kingdom,27.8
490141,2009-12-04 08:24:00,15755,90120C,Green Murano Twist Bracelet,4.0,6.95,27.8,United Kingdom,27.8
490141,2009-12-04 08:24:00,15755,10135,Colouring Pencils Brown Tube,10.0,6.95,69.5,United Kingdom,69.5
490141,2009-12-04 08:24:00,15755,20914,Set/5 Red Spotty Lid Glass Bowls,6.0,6.95,41.7,United Kingdom,41.7
490142,2009-12-04 08:36:00,14258,15056BL,Edwardian Parasol Black,60.0,6.95,417.0,United Kingdom,417.0
490142,2009-12-04 08:36:00,14258,20685,Red Spotty Coir Doormat,10.0,6.95,69.5,United Kingdom,69.5
490142,2009-12-04 08:36:00,14258,20725,Lunch Bag Red Spotty,20.0,6.95,139.0,United Kingdom,139.0
490142,2009-12-04 08:36:00,14258,20727,Lunch Bag  Black Skull.,30.0,6.95,208.5,United Kingdom,208.5
490142,2009-12-04 08:36:00,14258,20728,Lunch Bag Cars Blue,30.0,6.95,208.5,United Kingdom,208.5
490142,2009-12-04 08:36:00,14258,21380,Wooden Happy Birthday Garland,24.0,6.95,166.8,United Kingdom,166.8
490142,2009-12-04 08:36:00,14258,22086,Paper Chain Kit 50'S Christmas ,40.0,6.95,278.0,United Kingdom,278.0
490142,2009-12-04 08:36:00,14258,37503,Tea Time Cake Stand In Gift Box,6.0,6.95,41.7,United Kingdom,41.7
490142,2009-12-04 08:36:00,14258,71477,Colour Glass. Star T-Light Holder,48.0,6.95,333.6,United Kingdom,333.6
490142,2009-12-04 08:36:00,14258,79320, Flamingo Lights,24.0,6.95,166.8,United Kingdom,166.8
490142,2009-12-04 08:36:00,14258,84356,Pompom Curtain,24.0,6.95,166.8,United Kingdom,166.8
490142,2009-12-04 08:36:00,14258,84839,Sweetheart Key Cabinet,10.0,6.95,69.5,United Kingdom,69.5
490142,2009-12-04 08:36:00,14258,84991,60 Teatime Fairy Cake Cases,24.0,6.95,166.8,United Kingdom,166.8
490142,2009-12-04 08:36:00,14258,85063,Cream Sweetheart Magazine Rack,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,10125,Mini Funky Design Tapes,20.0,6.95,139.0,United Kingdom,139.0
490143,2009-12-04 08:40:00,14286,10133,Colouring Pencils Brown Tube,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,21499,Blue Spots  Wrap,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,21500,Pink Spots  Wrap ,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,21504,Skulls Greeting Card,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,21507,"Elephant, Birthday Card, ",24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,21508,Vintage Kid Dolly Card ,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,21509,Cowboys And Indians Birthday Card ,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,21576,Lets Go Shopping Cotton Tote Bag,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,21577,Save The Planet Cotton Tote Bag,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,21578,Woodland Design  Cotton Tote Bag,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,21579,Lolita  Design  Cotton Tote Bag,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,21581,Skulls  Design  Cotton Tote Bag,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,21786,Rain Hat With Red Spots,36.0,6.95,250.2,United Kingdom,250.20000000000002
490143,2009-12-04 08:40:00,14286,21832,Chocolate Calculator,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,21912,Vintage Snakes & Ladders,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,21917,Set 12 Kids  White Chalk Sticks,72.0,6.95,500.4,United Kingdom,500.40000000000003
490143,2009-12-04 08:40:00,14286,21918,Set 12 Kids Colour  Chalk Sticks,72.0,6.95,500.4,United Kingdom,500.40000000000003
490143,2009-12-04 08:40:00,14286,21980,Pack Of 12 Red Spotty Tissues ,48.0,6.95,333.6,United Kingdom,333.6
490143,2009-12-04 08:40:00,14286,21981,Pack Of 12 Woodland Tissues ,48.0,6.95,333.6,United Kingdom,333.6
490143,2009-12-04 08:40:00,14286,21990,Modern Floral Stationery Set,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,21992,Vintage Paisley Stationery Set,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,22027,Tea Party Birthday Card,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,22029,Space Boy Birthday Card,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,22045,Space Boy Gift Wrap,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,22046,Tea Party  Wrapping Paper ,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,22048,Birthday Banquet Gift Wrap,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,22049,Wrap Christmas Screen Print,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,22050,Pink Paisley Rose Gift Wrap,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,22051,Blue Scandinavian Paisley Wrap,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,22052,Vintage Caravan Gift Wrap,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,22090,Paper Bunting Retro Spots,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,22093,Motoring Tissue Box,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,22099,Caravan Square Tissue Box,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,22145,Christmas Craft Heart Stocking ,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,22272,Feltcraft Doll Maria,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,22274,Feltcraft Doll Emily,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,22333,Retro Sport Party Bag + Sticker Set,16.0,6.95,111.2,United Kingdom,111.2
490143,2009-12-04 08:40:00,14286,51014A,"Feather Pen,Hot Pink",24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,51014C,"Feather Pen,Coal Black",24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,51014L,"Feather Pen,Light Pink",24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,82615,Pink Marshmallow Scarf Knitting Kit,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,82616A,Bubble Gum Scarf Knitting Kit,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,84247G,"Decoupage,Greeting Card,",24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,85017A,Envelope 50 Romantic Images,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,85017B,Envelope 50 Blossom Images,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,85017C,Envelope 50 Curious Images,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,85018D,Yuletide Images S/6 Paper Boxes,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,85032D,Yuletide Images Gift Wrap Set,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,85176,Sewing Susan 21 Needle Set,36.0,6.95,250.2,United Kingdom,250.20000000000002
490143,2009-12-04 08:40:00,14286,85177,Basket Of Flowers Sewing Kit,36.0,6.95,250.2,United Kingdom,250.20000000000002
490143,2009-12-04 08:40:00,14286,85232B,Set/3 Russian Doll Stacking Tins,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,90167,Beaded Love Heart Jewellery Set,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,16161U,"Wrap,Suki And Friends",25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,16237,Sleeping Cat Erasers,60.0,6.95,417.0,United Kingdom,417.0
490143,2009-12-04 08:40:00,14286,20716,Party Food Shopper Bag,20.0,6.95,139.0,United Kingdom,139.0
490143,2009-12-04 08:40:00,14286,20718,Red Spotty Shopper Bag,20.0,6.95,139.0,United Kingdom,139.0
490143,2009-12-04 08:40:00,14286,20750, Red/White Dot Mini Cases,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,20760,Garden Path Pocket Book,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,20972,Pink Cream Felt Craft Trinket Box ,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,20975,12 Pencils Small Tube Red Spotty,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,20978,36 Pencils Tube Skulls,16.0,6.95,111.2,United Kingdom,111.2
490143,2009-12-04 08:40:00,14286,20981,12 Pencils Tall Tube Woodland,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,20982,12 Pencils Tall Tube Skulls,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,20983,12 Pencils Tall Tube Red Spotty,24.0,6.95,166.8,United Kingdom,166.8
490143,2009-12-04 08:40:00,14286,21156,Red Spotty Childs Apron,16.0,6.95,111.2,United Kingdom,111.2
490143,2009-12-04 08:40:00,14286,21205,Multicolour 3D Balls Garland,6.0,6.95,41.7,United Kingdom,41.7
490143,2009-12-04 08:40:00,14286,21355,Toast Its - I Love You ,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,21358,Toast Its - Happy Birthday,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,21490,Set Of Three 50'S Gift Wraps ,48.0,6.95,333.6,United Kingdom,333.6
490143,2009-12-04 08:40:00,14286,21491,Set Of Three Vintage Gift Wraps,48.0,6.95,333.6,United Kingdom,333.6
490143,2009-12-04 08:40:00,14286,21493, Vintage Design Gift Tags,36.0,6.95,250.2,United Kingdom,250.20000000000002
490143,2009-12-04 08:40:00,14286,21497,Fancy Fonts Birthday Wrap,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,21498,Red Spots  Wrap ,25.0,6.95,173.75,United Kingdom,173.75
490143,2009-12-04 08:40:00,14286,84375,Set Of 20 Kids Cookie Cutters,12.0,6.95,83.4,United Kingdom,83.4
490143,2009-12-04 08:40:00,14286,22040,Botanical Rose Gift Wrap,25.0,6.95,173.75,United Kingdom,173.75
490144,2009-12-04 08:46:00,13154,10002,Inflatable Political Globe ,12.0,6.95,83.4,United Kingdom,83.4
490144,2009-12-04 08:46:00,13154,21357,Toast Its - Dinosaur,12.0,6.95,83.4,United Kingdom,83.4
490144,2009-12-04 08:46:00,13154,21390,Filigris Heart With Butterfly,24.0,6.95,166.8,United Kingdom,166.8
490144,2009-12-04 08:46:00,13154,21464,Disco Ball Rotator Battery Operated,2.0,6.95,13.9,United Kingdom,13.9
490144,2009-12-04 08:46:00,13154,21523,Fancy Font Home Sweet Home Doormat,2.0,6.95,13.9,United Kingdom,13.9
490144,2009-12-04 08:46:00,13154,21888,Bingo Set,8.0,6.95,55.6,United Kingdom,55.6
490144,2009-12-04 08:46:00,13154,21912,Vintage Snakes & Ladders,4.0,6.95,27.8,United Kingdom,27.8
490144,2009-12-04 08:46:00,13154,22086,Paper Chain Kit 50'S Christmas ,6.0,6.95,41.7,United Kingdom,41.7
490144,2009-12-04 08:46:00,13154,22149,Feltcraft 6 Flower Friends,6.0,6.95,41.7,United Kingdom,41.7
490144,2009-12-04 08:46:00,13154,22189,Cream Heart Card Holder,4.0,6.95,27.8,United Kingdom,27.8
490144,2009-12-04 08:46:00,13154,48185,Door Mat Fairy Cake,2.0,6.95,13.9,United Kingdom,13.9
490144,2009-12-04 08:46:00,13154,48197,Door Mat Bird On The Wire,2.0,6.95,13.9,United Kingdom,13.9
490144,2009-12-04 08:46:00,13154,84406B,Cream Cupid Hearts Coat Hanger,8.0,6.95,55.6,United Kingdom,55.6
490144,2009-12-04 08:46:00,13154,84971L,Large Heart Flowers Hook   ,12.0,6.95,83.4,United Kingdom,83.4
490144,2009-12-04 08:46:00,13154,84971S,Small Heart Flowers Hook ,24.0,6.95,166.8,United Kingdom,166.8
490144,2009-12-04 08:46:00,13154,84997C,Blue 3 Piece Mini Dots Cutlery Set,6.0,6.95,41.7,United Kingdom,41.7
490144,2009-12-04 08:46:00,13154,84997D,Pink 3 Piece Mini Dots Cutlery Set,6.0,6.95,41.7,United Kingdom,41.7
490144,2009-12-04 08:46:00,13154,85123A,White Hanging Heart T-Light Holder,12.0,6.95,83.4,United Kingdom,83.4
490145,2009-12-04 09:27:00,14564,22130,Party Cone Christmas Decoration ,24.0,6.95,166.8,Channel Islands,166.8
490145,2009-12-04 09:27:00,14564,22218,Cake Stand Lace White,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,22222,Cake Plate Lovebird White,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,22220,Cake Stand Lovebird 2 Tier White,4.0,6.95,27.8,Channel Islands,27.8
490145,2009-12-04 09:27:00,14564,22215,Cake Stand White Two Tier Lace,4.0,6.95,27.8,Channel Islands,27.8
490145,2009-12-04 09:27:00,14564,22223,Cake Plate Lovebird Pink,3.0,6.95,20.85,Channel Islands,20.85
490145,2009-12-04 09:27:00,14564,22348,Tea Bag Plate Red Spotty ,12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,22198,"Popcorn Holder , Large",12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,21212,Pack Of 72 Retro Spot Cake Cases,24.0,6.95,166.8,Channel Islands,166.8
490145,2009-12-04 09:27:00,14564,22128,Party Cones Candy Assorted,12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,22127,Party Cones Carnival Assorted,36.0,6.95,250.2,Channel Islands,250.20000000000002
490145,2009-12-04 09:27:00,14564,22299,Pig Keyring With Light & Sound ,24.0,6.95,166.8,Channel Islands,166.8
490145,2009-12-04 09:27:00,14564,72008,Frosted Box 9 White T-Light Candles,12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,84879,Assorted Colour Bird Ornament,16.0,6.95,111.2,Channel Islands,111.2
490145,2009-12-04 09:27:00,14564,84945,Multi Colour Silver T-Light Holder,12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,20685,Red Spotty Coir Doormat,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,22102,Mirror Mosaic T-Light Holder ,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,21639,Assorted Tutti Frutti Keyring,24.0,6.95,166.8,Channel Islands,166.8
490145,2009-12-04 09:27:00,14564,21647,Assorted Tutti Frutti Large Purse,24.0,6.95,166.8,Channel Islands,166.8
490145,2009-12-04 09:27:00,14564,21735,Two Door Curio Cabinet,2.0,6.95,13.9,Channel Islands,13.9
490145,2009-12-04 09:27:00,14564,21955,Union Jack Guns & Roses  Doormat,4.0,6.95,27.8,Channel Islands,27.8
490145,2009-12-04 09:27:00,14564,22138,Baking Set 9 Piece Retrospot ,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,22139,Retro Spot Tea Set Ceramic 11 Pc ,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,20686,Dolly Mixture Children'S Umbrella,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,21588,Retro Spot Giant  Tube Matches,12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,21589,Swallow Giant Tube Matches,12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,21592,Retro Spot  Cigar Box Matches ,24.0,6.95,166.8,Channel Islands,166.8
490145,2009-12-04 09:27:00,14564,21621,Vintage Union Jack Bunting,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,21622,Vintage Union Jack Cushion Cover,4.0,6.95,27.8,Channel Islands,27.8
490145,2009-12-04 09:27:00,14564,85014A,Black/Blue Dots Ruffled Umbrella,3.0,6.95,20.85,Channel Islands,20.85
490145,2009-12-04 09:27:00,14564,85014B,Red/White Dots Ruffled Umbrella,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,22323,Pink Polkadot Kids Bag,3.0,6.95,20.85,Channel Islands,20.85
490145,2009-12-04 09:27:00,14564,22324,Blue Polkadot Kids Bag,3.0,6.95,20.85,Channel Islands,20.85
490145,2009-12-04 09:27:00,14564,22179,Set 10 Lights Night Owl,6.0,6.95,41.7,Channel Islands,41.7
490145,2009-12-04 09:27:00,14564,21187,White Bell Honeycomb Paper Garland ,12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,22049,Wrap Christmas Screen Print,25.0,6.95,173.75,Channel Islands,173.75
490145,2009-12-04 09:27:00,14564,22187,Green Christmas Tree Card Holder,8.0,6.95,55.6,Channel Islands,55.6
490145,2009-12-04 09:27:00,14564,85033G,Set/6 Gold Reindeer T-Light Candles,12.0,6.95,83.4,Channel Islands,83.4
490145,2009-12-04 09:27:00,14564,85033S,Set/6 Silver Reindeer T-Lights,12.0,6.95,83.4,Channel Islands,83.4
490147,2009-12-04 09:31:00,13408,21700,Big Doughnut Fridge Magnets,24.0,6.95,166.8,United Kingdom,166.8
490147,2009-12-04 09:31:00,13408,21983,Pack Of 12 Blue Paisley Tissues ,48.0,6.95,333.6,United Kingdom,333.6
490147,2009-12-04 09:31:00,13408,21984,Pack Of 12 Pink Paisley Tissues ,48.0,6.95,333.6,United Kingdom,333.6
490147,2009-12-04 09:31:00,13408,20982,12 Pencils Tall Tube Skulls,48.0,6.95,333.6,United Kingdom,333.6
490147,2009-12-04 09:31:00,13408,20983,12 Pencils Tall Tube Red Spotty,48.0,6.95,333.6,United Kingdom,333.6
490147,2009-12-04 09:31:00,13408,84879,Assorted Colour Bird Ornament,160.0,6.95,1112.0,United Kingdom,1112.0
490147,2009-12-04 09:31:00,13408,84988,Set Of 72 Pink Heart Paper Doilies,48.0,6.95,333.6,United Kingdom,333.6
490147,2009-12-04 09:31:00,13408,21490,Set Of Three 50'S Gift Wraps ,48.0,6.95,333.6,United Kingdom,333.6
489434,2009-12-01 07:45:00,13085,85048,15Cm Christmas Glass Ball 20 Lights,12.0,6.95,83.4,United Kingdom,83.4
489434,2009-12-01 07:45:00,13085,79323P,Pink Cherry Lights,12.0,6.95,83.4,United Kingdom,83.4
489434,2009-12-01 07:45:00,13085,79323W, White Cherry Lights,12.0,6.95,83.4,United Kingdom,83.4
489434,2009-12-01 07:45:00,13085,22041,"Record Frame 7 Single Size """"",48.0,6.95,333.6,United Kingdom,333.6
489434,2009-12-01 07:45:00,13085,21232,Strawberry Ceramic Trinket Box,24.0,6.95,166.8,United Kingdom,166.8
489434,2009-12-01 07:45:00,13085,22064,Pink Doughnut Trinket Pot ,24.0,6.95,166.8,United Kingdom,166.8
489434,2009-12-01 07:45:00,13085,21871,Save The Planet Mug,24.0,6.95,166.8,United Kingdom,166.8
489434,2009-12-01 07:45:00,13085,21523,Fancy Font Home Sweet Home Doormat,10.0,6.95,69.5,United Kingdom,69.5
489435,2009-12-01 07:46:00,13085,22350,Cat Bowl ,12.0,6.95,83.4,United Kingdom,83.4
489435,2009-12-01 07:46:00,13085,22349,"Dog Bowl , Chasing Ball Design",12.0,6.95,83.4,United Kingdom,83.4
489435,2009-12-01 07:46:00,13085,22195,Heart Measuring Spoons Large,24.0,6.95,166.8,United Kingdom,166.8
489435,2009-12-01 07:46:00,13085,22353,Lunchbox With Cutlery Fairy Cakes ,12.0,6.95,83.4,United Kingdom,83.4
489436,2009-12-01 09:06:00,13078,48173C,Door Mat Black Flock ,10.0,6.95,69.5,United Kingdom,69.5
489436,2009-12-01 09:06:00,13078,21755,Love Building Block Word,18.0,6.95,125.1,United Kingdom,125.10000000000001
489436,2009-12-01 09:06:00,13078,21754,Home Building Block Word,3.0,6.95,20.85,United Kingdom,20.85
489436,2009-12-01 09:06:00,13078,84879,Assorted Colour Bird Ornament,16.0,6.95,111.2,United Kingdom,111.2
489436,2009-12-01 09:06:00,13078,22119, Peace Wooden Block Letters,3.0,6.95,20.85,United Kingdom,20.85
489436,2009-12-01 09:06:00,13078,22142,Christmas Craft White Fairy ,12.0,6.95,83.4,United Kingdom,83.4
489436,2009-12-01 09:06:00,13078,22296,Heart Ivory Trellis Large,12.0,6.95,83.4,United Kingdom,83.4
489436,2009-12-01 09:06:00,13078,22295,Heart Filigree Dove Large,12.0,6.95,83.4,United Kingdom,83.4
489436,2009-12-01 09:06:00,13078,22109,Full English Breakfast Plate,16.0,6.95,111.2,United Kingdom,111.2
489436,2009-12-01 09:06:00,13078,22107,Pizza Plate In Box,4.0,6.95,27.8,United Kingdom,27.8
489436,2009-12-01 09:06:00,13078,22194,Black Diner Wall Clock,2.0,6.95,13.9,United Kingdom,13.9
489436,2009-12-01 09:06:00,13078,35004B,Set Of 3 Black Flying Ducks,12.0,6.95,83.4,United Kingdom,83.4
489436,2009-12-01 09:06:00,13078,82582,Area Patrolled Metal Sign,12.0,6.95,83.4,United Kingdom,83.4
489436,2009-12-01 09:06:00,13078,21181,Please One Person  Metal Sign,12.0,6.95,83.4,United Kingdom,83.4
489436,2009-12-01 09:06:00,13078,21756,Bath Building Block Word,3.0,6.95,20.85,United Kingdom,20.85
489436,2009-12-01 09:06:00,13078,21333,Classic White Frame,6.0,6.95,41.7,United Kingdom,41.7
489436,2009-12-01 09:06:00,13078,84596F,Small Marshmallows Pink Bowl,8.0,6.95,55.6,United Kingdom,55.6
489436,2009-12-01 09:06:00,13078,84596L,Biscuits Small Bowl Light Blue,8.0,6.95,55.6,United Kingdom,55.6
489436,2009-12-01 09:06:00,13078,22111,Scottie Dog Hot Water Bottle,24.0,6.95,166.8,United Kingdom,166.8
489437,2009-12-01 09:08:00,15362,22143,Christmas Craft Heart Decorations,6.0,6.95,41.7,United Kingdom,41.7
489437,2009-12-01 09:08:00,15362,22145,Christmas Craft Heart Stocking ,6.0,6.95,41.7,United Kingdom,41.7
489437,2009-12-01 09:08:00,15362,22130,Party Cone Christmas Decoration ,12.0,6.95,83.4,United Kingdom,83.4
489437,2009-12-01 09:08:00,15362,21364,Peace Small Wood Letters,2.0,6.95,13.9,United Kingdom,13.9
489437,2009-12-01 09:08:00,15362,21360,Joy Large Wood Letters,1.0,6.95,6.95,United Kingdom,6.95
489437,2009-12-01 09:08:00,15362,21351,Cinammon & Orange Wreath,2.0,6.95,13.9,United Kingdom,13.9
489437,2009-12-01 09:08:00,15362,21352,Eucalyptus & Pinecone  Wreath,2.0,6.95,13.9,United Kingdom,13.9
489437,2009-12-01 09:08:00,15362,35400,Wooden Box Advent Calendar ,2.0,6.95,13.9,United Kingdom,13.9
489437,2009-12-01 09:08:00,15362,20695,Floral Blue Monster,3.0,6.95,20.85,United Kingdom,20.85
489437,2009-12-01 09:08:00,15362,37370,Retro Coffee Mugs Assorted,12.0,6.95,83.4,United Kingdom,83.4
489437,2009-12-01 09:08:00,15362,10002,Inflatable Political Globe ,12.0,6.95,83.4,United Kingdom,83.4
489437,2009-12-01 09:08:00,15362,84507B,Stripes Design Monkey Doll,6.0,6.95,41.7,United Kingdom,41.7
489437,2009-12-01 09:08:00,15362,20703,Blue Padded Soft Mobile,3.0,6.95,20.85,United Kingdom,20.85
489437,2009-12-01 09:08:00,15362,21987,Pack Of 6 Skull Paper Cups,12.0,6.95,83.4,United Kingdom,83.4
489437,2009-12-01 09:08:00,15362,21989,Pack Of 20 Skull Paper Napkins,12.0,6.95,83.4,United Kingdom,83.4
489437,2009-12-01 09:08:00,15362,84970S,Hanging Heart Zinc T-Light Holder,12.0,6.95,83.4,United Kingdom,83.4
489437,2009-12-01 09:08:00,15362,20971,Pink Blue Felt Craft Trinket Box,12.0,6.95,83.4,United Kingdom,83.4
489437,2009-12-01 09:08:00,15362,22271,Feltcraft Doll Rosie,6.0,6.95,41.7,United Kingdom,41.7
489437,2009-12-01 09:08:00,15362,22272,Feltcraft Doll Maria,6.0,6.95,41.7,United Kingdom,41.7
489437,2009-12-01 09:08:00,15362,22274,Feltcraft Doll Emily,6.0,6.95,41.7,United Kingdom,41.7
489437,2009-12-01 09:08:00,15362,21912,Vintage Snakes & Ladders,4.0,6.95,27.8,United Kingdom,27.8
489437,2009-12-01 09:08:00,15362,22111,Scottie Dog Hot Water Bottle,3.0,6.95,20.85,United Kingdom,20.85
489437,2009-12-01 09:08:00,15362,22112,Chocolate Hot Water Bottle,3.0,6.95,20.85,United Kingdom,20.85
489438,2009-12-01 09:24:00,18102,21329,Dinosaurs  Writing Set ,28.0,6.95,194.6,United Kingdom,194.6
489438,2009-12-01 09:24:00,18102,21252,Set Of Meadow  Flower Stickers,30.0,6.95,208.5,United Kingdom,208.5
489438,2009-12-01 09:24:00,18102,21100,Charlie And Lola Charlotte Bag,30.0,6.95,208.5,United Kingdom,208.5
489438,2009-12-01 09:24:00,18102,21033,Jumbo Bag Charlie And Lola Toys,30.0,6.95,208.5,United Kingdom,208.5
489438,2009-12-01 09:24:00,18102,20711,Jumbo Bag Toys ,60.0,6.95,417.0,United Kingdom,417.0
489438,2009-12-01 09:24:00,18102,21410,Country Cottage  Doorstop Green,32.0,6.95,222.4,United Kingdom,222.4
489438,2009-12-01 09:24:00,18102,21411,Gingham Heart  Doorstop Red,32.0,6.95,222.4,United Kingdom,222.4
489438,2009-12-01 09:24:00,18102,84031A,Charlie+Lola Red Hot Water Bottle ,56.0,6.95,389.2,United Kingdom,389.2
